YearStart,LocationDesc,Age,Gender,RaceEthnicity,Data_Value,Sample_Size
2014,5,1,2,5,0.5,11185
2014,29,0,0,1,1.4,1997
2014,15,1,1,0,1.1,7432
2015,40,4,0,5,3.7,1605
2015,3,2,1,5,1.1,4436
2014,35,5,2,0,18.4,155
2015,19,5,2,2,18.7,161
2015,25,5,1,5,13.9,140
2015,18,3,1,2,6,510
2014,39,2,2,5,1,12682
2015,39,4,0,0,4.8,22094
2015,37,0,1,6,3.4,1599
2015,36,1,0,6,1.3,1237
2015,33,1,2,4,0.001,42
2015,4,2,1,1,0.001,73
2014,21,1,1,0,0.8,6259
2014,43,3,2,2,4.5,1732
2014,48,5,2,5,20.8,984
2015,44,0,0,6,2.4,4642
2014,11,5,2,2,24,265
2014,22,4,1,5,4,4227
2014,14,0,0,3,1.6,15470
2014,11,1,0,5,0.7,11586
2014,33,5,0,5,16.3,4164
2015,12,5,0,1,8.8,295
2015,11,3,1,0,3.4,15965
2014,11,4,0,2,9.2,2915
2014,28,1,2,4,0.001,45
2015,22,0,2,2,2.7,1938
2014,5,0,0,2,3.1,18433
2014,7,5,1,0,11.2,355
2014,16,2,2,0,0.8,3811
2015,19,0,1,2,3.3,5945
2015,19,4,2,2,8.9,1032
2015,10,3,0,0,2.6,67235
2014,34,0,0,2,3.3,18786
2014,39,3,2,2,4.5,1479
2015,40,0,1,0,1.7,5073
2014,4,5,0,0,19.7,768
2015,13,0,1,5,2.7,6713
2015,3,0,0,6,1.4,1473
2015,38,5,0,5,16.3,891
2014,42,2,0,3,0.001,84
2014,29,2,2,6,0.001,160
2015,18,3,0,2,4.7,987
2014,11,4,2,5,5.8,5743
2014,11,2,0,0,1.5,26417
2014,33,3,2,3,4.1,4212
2014,33,0,0,0,2.3,196276
2015,16,5,1,5,10.6,320
2015,23,5,1,5,13.2,714
2014,34,3,2,4,3.1,263
2014,18,4,2,5,7.1,3648
2014,42,3,2,5,2.9,1235
2015,1,0,0,0,3.2,47476
2015,34,4,2,2,9.9,1593
2015,13,0,1,0,2.4,7825
2014,50,1,1,4,0.001,89
2014,30,0,0,0,1.7,13426
2015,13,3,2,5,2.9,2350
2014,32,3,2,3,5,1194
2015,29,1,0,0,2.2,5785
2014,45,2,1,5,0.5,3450
2014,22,0,0,1,1.4,4056
2015,15,2,1,0,1.5,8806
2014,4,0,2,5,3.7,11761
2014,10,4,1,3,7.3,2030
2015,27,4,0,5,4.2,1765
2015,25,4,1,2,8.3,494
2014,48,1,1,5,0.7,4900
2015,2,3,2,3,0.001,30
2015,5,2,1,2,1.7,2848
2014,43,3,0,3,2.5,531
2015,37,4,0,4,11.1,381
2014,22,5,0,0,17.7,1981
2014,41,0,0,3,1.7,1929
2015,14,1,0,5,0.7,16532
2015,0,2,0,0,1.2,831248
2014,12,5,0,0,11.7,436
2014,36,4,1,2,7.2,654
2015,11,2,2,0,1.3,13307
2014,10,1,0,0,0.7,34868
2014,31,1,2,3,1.3,1815
2014,47,5,0,5,17.8,1447
2014,9,4,0,2,12.5,502
2015,1,3,1,0,4.2,8023
2014,23,1,1,0,0.8,10247
2015,41,1,2,1,0.001,70
2015,22,2,1,5,0.7,6694
2014,21,4,0,0,4.3,8568
2014,19,0,1,2,3.3,5843
2015,10,4,2,5,4.3,16473
2014,5,3,2,2,3.8,3411
2014,43,3,1,0,4.1,10998
2014,44,0,2,2,3.5,13190
2014,33,1,1,5,0.7,11632
2014,1,2,0,0,1.2,11913
2015,19,2,1,0,1.6,5973
2015,29,4,2,0,6.2,2325
2015,5,2,0,5,0.9,37747
2014,50,2,1,0,0.8,6988
2015,37,4,1,0,6.9,2634
2015,43,3,2,2,4.4,1627
2015,14,2,0,0,0.9,33978
2015,24,4,1,5,3.7,4247
2015,11,0,1,1,1.7,1657
2014,16,3,1,5,2.1,5021
2014,22,3,1,3,4.1,698
2014,15,3,0,2,4.9,1526
2014,7,4,2,5,3.6,2738
2015,0,1,0,4,1.3,8170
2014,48,2,1,5,1,6386
2014,5,3,0,6,3,2900
2014,48,4,1,3,9.2,134
2014,14,3,0,5,1.8,32472
2015,14,3,0,0,2.1,43528
2014,43,0,2,6,4,638
2015,42,0,2,1,0.001,44
2014,6,1,0,0,0.7,11746
2014,7,0,2,2,2.8,1530
2014,30,0,1,2,0.001,89
2014,15,2,1,0,1.2,8897
2014,34,2,2,0,1.2,12550
2015,0,1,1,5,0.7,193897
2015,10,0,1,3,2,19178
2015,32,4,2,3,12.7,535
2014,23,0,0,0,2.4,98180
2014,33,0,0,4,5.3,509
2014,51,0,0,3,4.1,448
2014,0,0,0,5,2.5,2106566
2014,40,1,2,2,0.001,70
2015,25,1,0,2,0.7,2612
2015,22,3,0,0,1.9,23739
2014,22,2,0,0,0.9,18802
2014,38,1,1,2,0.001,60
2014,0,2,0,5,1.1,502285
2015,36,1,2,5,0.8,9243
2015,39,3,2,0,2.9,23181
2015,44,4,2,5,5.5,13441
2015,39,4,2,0,4.9,12014
2015,6,2,1,0,1,7714
2014,29,5,2,5,19.2,209
2015,32,3,2,5,2.8,1454
2014,17,3,0,3,3.9,489
2014,21,3,0,2,2.8,5395
2014,13,5,2,5,31.7,171
2014,47,4,1,0,4,5437
2014,3,3,1,0,2.7,10443
2015,3,0,2,2,2.1,1024
2015,5,5,2,5,16.8,3385
2015,20,3,0,3,0.001,45
2014,42,4,0,5,5.6,1343
2014,0,0,0,6,2.2,76519
2015,44,1,0,3,1,27345
2014,38,3,0,0,3.5,13643
2015,27,0,0,5,1.9,8530
2015,34,5,1,5,11.7,617
2015,2,0,2,5,1.6,1579
2015,15,0,0,6,2.1,1180
2014,16,0,0,0,1.8,31819
2014,44,3,2,1,1.5,1817
2014,5,0,2,3,1.9,65337
2014,38,1,0,0,0.5,7916
2015,40,2,1,2,0.001,74
2014,0,1,2,0,0.7,322238
2014,25,5,0,2,12.9,158
2015,14,1,1,5,0.9,8550
2014,33,2,0,6,1.4,1276
2014,12,2,1,2,0.001,63
2014,33,5,2,3,29.7,216
2014,9,1,1,3,0.001,66
2015,5,0,2,0,2.2,190306
2015,15,2,2,0,1.3,8538
2014,20,1,0,3,0.001,52
2014,4,4,0,2,11.5,525
2014,34,0,2,1,1.1,1147
2015,3,4,0,2,7.9,246
2015,29,3,0,2,5.2,644
2014,47,0,0,0,2.1,83393
2015,11,1,2,5,0.8,5486
2014,37,4,2,5,7.3,2508
2015,20,0,2,2,0.001,46
2014,28,3,1,0,1.9,3179
2014,1,2,1,2,1.1,1473
2015,6,0,0,0,2,53570
2015,5,4,0,0,5.4,52657
2015,0,2,2,2,1.4,46140
2014,47,5,1,5,17.9,508
2014,46,5,2,0,26.6,97
2015,15,2,0,3,0.8,1174
2014,20,0,1,5,2.6,5958
2014,1,0,2,3,1.8,660
2014,47,1,0,0,0.6,17496
2015,18,4,0,1,0.001,45
2014,18,3,2,0,4.5,8087
2015,43,0,2,5,3.5,26877
2014,17,2,1,5,1.3,2906
2014,48,0,0,3,2,6663
2014,13,2,2,4,0.001,36
2015,35,1,2,3,0.001,31
2015,44,1,1,0,0.9,31354
2015,32,5,0,5,26.8,248
2015,29,4,1,3,11.3,167
2014,33,2,0,0,1,54222
2014,14,2,0,0,0.9,34021
2015,27,1,2,3,0.001,44
2015,21,4,2,5,4.4,3416
2015,29,0,2,6,4.1,583
2014,36,2,2,5,1.2,11960
2014,3,4,1,5,4.9,4237
2014,40,3,1,1,0.001,45
2014,14,4,0,0,5.5,19024
2014,36,5,0,5,15.8,2881
2014,24,0,0,5,1.6,48250
2014,4,4,1,0,7.3,2344
2014,41,5,2,5,21.8,565
2015,13,2,1,0,1.9,2055
2014,11,0,1,5,2.5,29116
2015,26,2,2,5,1.3,6431
2014,36,2,1,5,1,11954
2014,41,0,2,0,3.3,24569
2015,17,1,1,5,0.8,2419
2014,36,0,1,3,1.5,1715
2014,39,3,0,3,5.7,1340
2014,41,2,1,5,1.5,3951
2015,43,1,2,0,1.2,6525
2014,36,3,2,2,4.2,2137
2015,12,0,0,0,1.6,14124
2014,0,1,1,5,0.7,196089
2015,10,2,0,2,1.5,7647
2014,48,3,1,0,2.6,11867
2015,4,1,0,0,1.1,6209
2014,23,0,1,2,3.5,4564
2014,39,2,0,2,2,2850
2015,30,4,1,5,4.7,1139
2015,44,0,1,6,2.1,2251
2015,29,5,2,5,23.7,209
2014,41,5,1,0,13.9,336
2015,14,2,1,2,2,1850
2014,33,4,1,2,8.1,1191
2014,22,1,0,5,0.4,9042
2015,15,1,2,5,0.6,5419
2015,25,4,2,2,10.1,825
2014,31,1,0,0,0.6,18706
2015,40,3,0,0,2,3680
2015,5,3,0,5,2,58209
2015,13,4,2,0,4.4,1285
2014,45,1,1,4,0.001,51
2015,41,2,2,2,1.8,1569
2014,10,0,1,2,2.8,12275
2014,33,2,2,2,1.1,3739
2015,1,1,2,0,0.7,4470
2014,38,3,0,6,8.1,331
2015,23,3,2,5,2.2,15071
2015,8,0,1,5,1.7,3006
2015,22,2,2,3,1.4,1190
2015,7,1,0,0,0.6,7043
2014,2,2,1,1,0.001,42
2015,32,3,0,3,3.6,2375
2015,14,4,1,1,5.4,275
2015,32,2,1,1,0.001,34
2014,23,5,1,0,12.4,818
2014,30,3,0,2,0.001,34
2014,46,0,0,6,0.001,103
2014,36,4,1,5,4.6,7600
2015,5,1,1,5,0.5,11892
2014,18,3,0,5,4.4,14170
2014,45,4,1,5,4.5,1402
2014,47,3,1,5,2.4,10082
2014,48,0,2,0,2.6,35850
2014,36,3,1,5,2.6,17323
2015,36,4,2,5,5.1,9405
2015,35,4,1,5,8.3,548
2014,12,0,0,5,1.7,3232
2014,49,2,1,3,0.001,35
2015,31,0,1,0,1.7,42449
2014,18,0,0,2,3,2807
2015,20,0,1,0,2.5,6454
2014,44,4,0,2,11.3,3045
2015,15,3,2,5,2.7,9833
2014,43,2,1,5,1.4,6147
2015,23,5,2,2,14.8,131
2015,43,0,2,0,3.3,33847
2015,23,4,0,3,6.4,241
2014,21,0,0,6,2.3,1557
2015,22,0,1,0,1.7,33094
2014,3,0,0,1,1.6,1944
2014,1,3,2,0,3.5,8710
2015,14,3,0,5,1.8,32471
2015,36,0,2,1,1.3,1105
2015,11,4,1,0,6.8,6644
2014,34,4,2,4,23.7,86
2015,31,4,0,0,4.6,13409
2015,33,5,0,2,16,439
2015,29,3,1,0,4.2,4554
2015,4,0,0,3,1.7,1425
2014,11,3,0,2,4.4,8777
2015,33,2,1,0,0.9,26741
2015,23,4,2,2,9.6,766
2014,13,3,2,5,2.4,2238
2014,23,3,0,0,2.6,35438
2015,43,3,0,5,3.7,18459
2015,6,3,2,5,2,7445
2014,33,5,0,1,12.5,151
2014,31,2,0,0,1,22435
2014,31,0,1,2,2.8,4684
2014,25,4,0,5,8.1,3455
2015,23,0,1,5,1.9,39434
2014,50,0,0,5,1.8,51809
2014,0,3,2,4,6.4,5073
2015,34,2,0,3,1.4,2463
2015,39,0,0,3,3.5,5450
2014,7,2,0,5,0.6,5707
2014,29,4,2,5,6.5,1681
2014,41,5,0,0,19,1050
2014,17,0,1,3,1.9,1182
2015,26,1,0,5,0.6,10250
2014,0,0,1,6,2,37798
2014,14,4,1,3,5.4,411
2014,1,3,0,1,0.001,147
2015,14,1,1,0,0.8,13882
2014,12,4,0,6,7.4,394
2015,1,4,1,5,5.7,3108
2015,9,4,0,0,5.9,763
2015,6,1,1,1,0.001,160
2014,5,5,1,2,15.8,101
2014,41,2,0,5,1.3,7896
2014,41,2,2,5,1,3945
2015,23,0,1,0,2.2,48128
2015,36,2,2,5,1.1,11985
2015,29,2,1,3,3.2,1029
2014,33,2,1,0,0.9,26894
2014,26,1,2,5,0.6,4894
2015,32,0,0,5,3.6,7264
2015,15,4,1,0,5.7,4689
2014,28,0,1,5,2,8143
2015,21,0,1,5,1.7,16864
2015,27,0,1,2,0.001,32
2014,36,5,0,0,16,3201
2014,37,0,1,5,3.6,12441
2015,41,2,1,0,1.4,6204
2015,44,5,2,0,20.7,3155
2014,23,3,2,2,4.4,1717
2015,3,3,1,2,4,376
2015,29,2,1,5,3.2,1714
2015,1,4,2,0,6.5,4911
2014,28,3,0,5,1.6,5735
2014,38,0,0,5,2.8,31581
2015,23,1,1,0,0.9,10066
2015,22,1,0,0,0.7,12817
2014,43,0,2,0,3.4,33909
2014,39,5,2,2,18.5,121
2015,30,3,1,5,1.7,2340
2015,44,3,1,0,3.2,41467
2014,47,0,0,6,1.4,2387
2015,2,3,1,0,2.9,1139
2014,22,4,0,5,4.1,9370
2014,5,0,0,5,2.3,154979
2015,16,1,0,0,0.9,6755
2014,11,5,2,5,22.3,885
2014,1,5,2,5,16.4,616
2015,41,0,2,0,3.3,24829
2014,34,0,2,4,4.1,698
2014,32,1,2,6,0.001,39
2014,4,1,1,0,1.3,3134
2015,4,2,2,4,0.001,35
2014,24,1,0,2,0.001,492
2015,22,4,0,5,3.9,9529
2014,10,1,0,4,0.001,108
2015,27,0,0,0,2.1,9841
2014,14,0,0,1,1.5,5742
2014,0,4,0,1,4.9,16877
2014,15,1,2,0,1,7007
2015,12,4,0,1,3.3,1088
2014,18,1,2,5,1.1,3790
2015,14,5,0,3,17.2,91
2015,38,0,0,0,2.5,39992
2015,34,1,0,2,0.8,3925
2015,40,2,0,5,1,2054
2015,35,0,0,0,1.9,7869
2014,1,0,1,5,2.8,16214
2014,14,5,2,5,17.1,1837
2014,28,1,1,5,0.6,1765
2015,3,0,0,1,1.5,1955
2014,31,0,0,2,3.1,9995
2015,18,4,2,0,7.6,4138
2014,47,4,1,2,5.6,693
2014,15,0,1,2,3.2,2331
2015,43,0,0,3,1.9,2523
2015,33,5,0,0,15.5,5174
2014,0,3,0,6,4.5,16359
2014,46,3,0,0,2.5,2424
2015,8,3,0,5,2,2219
2014,2,0,0,5,1.8,3389
2014,5,1,0,2,0.8,3614
2014,48,4,0,1,8.7,523
2015,17,3,0,0,2.3,9535
2014,19,3,1,0,4.4,7140
2015,42,0,0,0,2.1,8742
2015,11,1,0,3,1.3,2513
2015,40,3,1,1,0.001,36
2015,5,3,2,3,2.6,19155
2014,27,0,0,0,2.2,9878
2014,5,4,1,5,4.2,14365
2014,17,3,2,2,8.1,189
2015,25,5,2,0,18.9,476
2014,27,3,2,5,1.8,1617
2015,43,4,0,0,6.8,11203
2015,14,2,2,3,0.8,2694
2014,7,3,0,2,3.2,969
2015,17,2,0,5,1,5692
2015,8,0,2,5,2.2,3302
2015,4,0,2,0,3.9,15293
2015,42,0,1,5,1.6,3686
2014,29,1,1,4,0.001,80
2014,16,5,1,0,8,356
2014,4,0,2,2,4.6,2123
2014,50,3,1,5,1.9,10002
2014,19,5,1,2,23.1,49
2015,0,1,2,3,0.9,67128
2014,9,5,0,0,17.1,135
2015,44,2,1,0,1.4,35974
2014,44,1,2,5,0.6,11104
2014,39,3,1,0,2.6,22377
2015,28,0,2,5,2,8381
2014,37,4,1,4,16.6,153
2014,10,4,2,2,9.2,1769
2015,33,1,0,2,0.7,4837
2014,11,2,0,4,0.001,59
2014,17,4,0,5,4.3,4312
2014,30,2,0,5,0.7,2842
2014,39,4,1,5,3.9,9129
2015,29,1,1,3,1.8,1085
2014,29,3,0,2,7.5,616
2015,17,3,0,5,2.3,8215
2014,30,0,0,5,1.7,12444
2014,17,2,2,5,1.3,2708
2014,9,2,0,0,1,2712
2015,15,4,2,2,11.4,350
2014,3,0,2,3,2.2,8427
2015,23,5,1,0,14.3,782
2015,41,3,1,2,5.4,1709
2014,5,5,0,5,16.6,5372
2014,0,5,1,1,14.6,689
2014,21,1,0,0,0.8,12353
2015,34,2,1,3,1.6,1322
2015,10,0,2,5,2.9,61696
2015,37,2,1,5,1.3,3176
2014,1,2,2,4,0.001,30
2014,14,0,2,0,2.4,64929
2015,44,5,1,5,16.2,1263
2015,2,0,0,4,2.8,2073
2015,31,3,0,5,1.5,20960
2015,35,5,0,5,15.1,244
2014,38,0,2,6,3.3,761
2015,4,5,2,5,20.7,478
2014,39,1,0,3,1.8,1746
2014,10,3,1,2,4.3,4019
2015,39,1,0,5,0.6,18909
2014,47,1,2,5,0.5,5177
2015,14,3,1,3,1.7,2157
2015,41,1,1,1,0.001,61
2014,3,2,2,4,2.5,665
2014,6,4,2,0,4.9,3836
2014,38,3,1,3,6.6,438
2014,19,0,0,5,2.9,27686
2015,38,0,0,3,2.3,3775
2015,41,1,2,5,0.7,2690
2015,39,5,2,5,14.6,2351
2014,22,4,2,5,4.2,5143
2015,5,4,2,3,8.4,5217
2014,47,2,0,5,0.8,14341
2015,1,2,0,2,2.4,3079
2015,16,2,1,1,0.001,80
2014,32,4,0,0,7.7,3223
2015,17,0,0,5,2.4,23761
2015,31,5,0,2,22.6,148
2014,33,1,2,0,0.6,19257
2014,44,5,1,3,22.2,253
2014,43,0,0,5,3.4,51658
2014,4,2,1,5,1.5,2791
2015,19,1,1,0,1.2,4589
2015,25,1,0,5,0.4,3252
2014,32,3,1,5,2.7,1383
2015,12,4,0,5,4.6,638
2015,10,1,0,3,0.7,9377
2014,44,3,2,6,4.8,524
2015,1,5,1,0,18.3,355
2014,39,0,2,3,4.2,2651
2014,23,0,0,4,3,671
2014,42,0,1,4,3.4,444
2014,10,5,1,5,11.3,1820
2014,6,1,1,3,1.2,1514
2015,4,2,0,0,2.2,7358
2015,24,2,2,4,0.001,79
2014,45,2,0,2,0.001,75
2015,21,1,1,0,0.7,6213
2014,9,1,2,5,0.001,113
2015,17,0,2,0,2.4,14557
2015,9,2,0,0,1.3,2770
2015,4,1,0,5,0.9,4403
2015,23,2,0,2,2.5,2637
2014,6,0,1,0,2.1,26445
2015,32,4,0,5,6.1,1805
2014,44,2,2,0,1.3,34775
2015,34,5,2,0,17.9,1441
2015,33,0,1,3,2.2,12972
2014,44,2,1,2,1.5,3728
2014,28,0,2,1,0.001,159
2014,44,1,0,2,0.8,5880
2015,30,2,2,1,0.001,59
2015,39,0,0,6,2.2,2087
2014,22,0,1,3,2.6,2801
2015,32,4,1,0,6.8,1497
2014,41,0,1,3,2.1,994
2015,44,2,1,5,1.2,15648
2015,19,5,1,5,16.8,260
2015,5,2,1,5,0.9,19612
2014,28,4,0,0,4.8,3063
2015,14,5,2,0,17.6,2051
2015,24,0,2,3,2.5,785
2015,34,2,2,0,1.7,12450
2014,45,3,2,0,2.3,4059
2015,13,3,2,1,0.001,33
2015,7,0,1,2,2.4,1330
2015,43,5,2,5,18.7,869
2014,14,3,0,2,4.7,4805
2014,8,4,0,1,0.001,32
2014,3,4,0,4,19,490
2015,40,2,0,1,0.001,144
2015,12,3,0,6,2.2,1302
2014,50,0,0,0,1.9,58549
2015,40,4,2,2,0.001,30
2015,0,2,0,6,1.4,23737
2014,32,0,2,4,3.5,1795
2014,22,3,0,0,2.1,23975
2014,49,0,0,2,4.3,607
2015,43,1,1,0,0.9,6902
2015,31,4,2,0,4.8,7339
2015,27,1,1,6,0.001,44
2015,3,5,2,4,39.1,37
2014,23,2,1,5,1,9414
2015,2,2,2,3,0.001,44
2014,25,2,0,5,1.4,4027
2015,10,3,1,0,2.8,32052
2014,3,2,2,3,1.3,2643
2014,43,0,1,3,1.2,1277
2014,16,2,0,1,0.001,186
2014,33,4,0,0,5.5,29884
2014,47,0,1,2,2.2,6586
2015,33,4,2,3,11.1,1404
2014,18,2,2,0,1.5,5690
2015,18,5,1,0,16.5,306
2015,6,5,0,0,15.2,1042
2014,11,0,2,2,3.5,13887
2015,21,4,2,2,7.7,1200
2015,36,0,0,2,3.1,11523
2015,25,5,0,5,15.2,474
2015,34,4,1,0,5.4,7535
2015,44,3,2,1,1.6,1941
2014,39,5,1,0,12.1,1227
2015,23,0,0,4,4.8,601
2015,18,5,1,5,16.4,291
2014,32,3,0,5,3,2901
2014,27,0,0,4,2.4,797
2015,36,3,1,2,4.3,1838
2014,30,2,2,6,0.001,43
2015,15,0,1,3,1.8,1727
2015,31,3,2,5,1.5,10702
2014,37,3,1,6,8.1,334
2014,19,1,2,0,0.6,4426
2014,3,2,0,4,2.2,1306
2015,28,1,0,0,0.6,4339
2014,23,3,0,6,6,462
2015,33,4,0,5,3.7,22722
2014,19,3,2,2,5.3,2342
2014,32,3,0,4,5.4,1088
2014,20,2,2,0,1.5,1437
2015,37,1,1,0,1.3,4382
2015,26,4,2,0,5,5666
2015,33,0,0,2,2.7,23667
2015,39,3,2,5,2.3,20331
2014,0,1,1,2,0.8,37426
2015,20,1,1,6,0.001,49
2015,31,4,0,3,7.7,978
2014,12,2,0,2,0.001,95
2015,7,0,1,3,1.5,2016
2015,32,0,2,3,3.5,3955
2015,44,0,1,0,2.4,127124
2014,38,2,0,0,1.4,10108
2014,15,4,0,2,8.6,578
2014,3,3,0,0,2.7,21445
2014,10,4,0,5,3.9,30277
2015,41,0,0,6,3.8,882
2015,11,0,2,3,2.2,3374
2015,40,1,0,6,0.001,129
2015,27,3,2,0,2.2,1739
2015,17,5,2,0,19.2,553
2014,35,0,2,1,0.001,33
2014,8,0,1,0,2.2,4363
2014,36,2,2,2,1.2,1562
2015,21,2,0,2,0.9,4155
2015,5,4,0,4,8.8,276
2015,8,2,0,0,1.2,2221
2014,10,0,0,6,1.9,3682
2014,35,4,2,5,3.2,631
2014,33,3,1,5,1.9,22181
2015,44,1,1,4,0.001,85
2015,34,4,0,2,8.5,2671
2015,16,0,0,3,1.6,1138
2014,22,2,2,3,1.8,1044
2014,50,1,2,1,0.001,159
2015,11,2,0,3,1.9,2532
2014,43,5,0,2,15.4,139
2014,38,1,0,5,0.5,5384
2014,5,1,1,2,0.4,1823
2014,29,0,2,2,4.5,954
2015,26,0,0,0,2.6,61586
2015,11,1,2,0,0.9,10477
2014,5,2,1,1,0.5,8107
2015,40,1,1,2,0.001,52
2014,2,4,1,4,26.6,76
2014,34,3,2,0,3.4,17884
2014,50,0,2,3,3.2,1059
2015,28,2,2,0,0.7,2334
2014,1,5,2,0,17.3,767
2014,36,0,0,0,2.5,117468
2014,21,5,1,2,17.4,67
2014,24,0,1,5,1.5,24188
2014,24,1,0,5,0.4,9528
2014,15,0,2,5,3,28972
2014,32,5,0,5,20.2,222
2015,34,3,1,3,2.3,732
2015,26,0,1,2,3.2,2500
2015,32,3,1,5,3.1,1334
2015,7,4,0,5,2.8,5058
2015,7,1,1,1,0.001,176
2015,29,5,0,0,19,433
2014,34,1,0,0,0.7,20090
2015,27,5,0,5,14.7,234
2015,22,2,2,0,0.8,9960
2015,21,3,0,0,2.1,20790
2014,14,0,0,5,2.1,88948
2015,13,2,2,4,0.001,33
2015,12,0,2,1,2.1,2655
2014,24,5,2,5,16.5,844
2015,33,3,0,6,4.5,1020
2015,41,0,0,5,2.9,33236
2015,32,2,2,6,0.001,48
2015,10,4,0,1,3.2,653
2014,13,2,0,0,1.1,3942
2015,25,0,2,2,3.6,5784
2014,0,5,0,6,18.1,496
2015,10,3,0,6,3.8,875
2015,38,4,2,0,4.5,3651
2015,6,5,0,3,21.7,80
2014,24,3,0,2,3.8,432
2015,26,5,2,2,15.4,75
2014,42,3,0,5,2.8,2495
2015,42,3,0,5,2,2496
2014,25,2,0,0,1.7,7614
2014,46,0,2,5,2.8,3074
2014,17,2,2,0,1.5,3515
2014,26,0,2,2,3.3,2882
2014,39,0,0,0,2.4,127859
2015,30,2,2,5,2,1340
2015,41,3,0,0,3.8,16398
2015,6,3,1,3,2.7,1156
2014,26,2,2,0,1.6,7787
2015,8,4,2,0,3.9,955
2014,3,4,0,3,10.4,1319
2015,44,1,1,3,1.1,14003
2014,37,0,0,3,2.5,2892
2015,33,1,1,0,0.7,20090
2014,44,3,1,3,3.8,11460
2015,25,5,2,2,26,134
2015,41,4,0,5,5.5,6975
2014,34,5,2,2,23.3,237
2015,30,5,1,5,21.5,115
2015,33,5,1,2,18.5,128
2015,44,3,1,5,2.7,23206
2014,5,1,0,0,0.7,81849
2014,29,0,1,0,3.1,13212
2014,47,3,1,2,2.8,2234
2014,9,4,1,2,8.3,184
2015,0,2,2,4,1.9,4001
2014,3,4,2,4,19.5,292
2014,33,5,1,2,16.1,125
2015,6,4,0,5,4.3,6557
2014,0,3,1,1,1.3,23943
2015,13,0,2,0,2.3,7900
2014,37,0,2,2,3.7,1013
2015,18,3,2,2,3.4,477
2014,36,3,1,2,4.3,1854
2014,38,2,2,0,1.3,5021
2015,31,1,0,5,0.3,10013
2014,22,0,2,0,2.3,35700
2015,23,0,0,3,1.8,3676
2014,5,2,1,3,1.2,22554
2014,35,4,0,0,3.7,1267
2015,5,3,1,3,2.6,18086
2015,33,2,2,3,1.2,4624
2015,36,0,2,6,3.2,1286
2015,14,4,0,3,5,960
2015,23,5,2,5,16,1393
2015,21,0,0,1,1,3454
2014,40,2,1,0,1.5,1418
2014,12,4,1,0,4.5,1044
2015,7,4,2,1,0.001,50
2014,47,0,2,2,2.2,7200
2015,11,2,2,2,1,3900
2014,44,3,0,1,1.1,3385
2014,5,3,2,5,1.8,29277
2015,11,1,2,3,1.4,1221
2015,16,0,2,1,0.001,198
2015,32,5,1,3,32.6,48
2015,23,1,2,3,1.7,661
2015,14,2,2,0,0.8,16840
2014,7,3,2,3,3.1,592
2015,34,0,0,6,3.1,2008
2015,37,0,2,4,5.8,1774
2014,36,0,0,6,2,2478
2014,20,2,1,0,1.9,1390
2015,32,2,0,3,1.9,2157
2014,31,1,2,0,0.7,8904
2015,27,0,1,5,1.7,4296
2015,21,2,1,5,0.8,4210
2014,11,3,0,5,2.9,21330
2014,1,4,0,2,8.7,1562
2014,37,3,1,0,4.6,5865
2015,5,4,2,4,10.3,143
2015,1,5,2,5,19.2,588
2014,19,0,0,3,2,1854
2014,18,3,2,5,4.5,7333
2014,44,5,2,0,21.4,2969
2014,10,2,0,0,1,45766
2015,6,0,0,2,1.6,1505
2014,45,5,1,0,18.7,173
2014,25,4,1,0,9.2,2059
2015,37,3,0,5,3.6,8780
2014,42,3,1,5,2.7,1260
2015,43,5,0,5,18.9,1290
2015,15,4,1,2,8.2,251
2014,46,0,1,5,2.4,2965
2014,7,3,0,5,1.5,10399
2015,12,2,0,2,0.001,106
2014,0,4,2,2,8.8,24042
2014,41,5,2,0,21.4,714
2015,19,0,2,2,3.2,6582
2014,49,2,2,1,0.001,36
2014,37,4,1,6,13.3,89
2015,15,3,1,2,4.6,769
2014,43,3,0,6,7.1,239
2014,41,3,2,5,2.8,6001
2015,22,0,1,3,1.8,2961
2015,26,0,1,5,2.4,25266
2015,5,3,1,0,2.4,61055
2014,0,4,0,6,9,4736
2014,42,1,2,6,0.001,41
2015,9,1,1,3,0.001,63
2014,12,0,2,1,2.5,2806
2015,8,3,2,5,2.1,1170
2014,15,3,1,2,4.9,760
2015,29,1,2,5,2.9,1119
2014,0,1,1,0,0.8,340692
2015,30,3,2,0,1.7,2690
2015,3,2,2,0,1.2,8559
2014,14,3,2,3,2.6,2026
2015,33,0,1,1,1.1,7472
2014,44,3,0,5,2.8,47075
2014,32,5,0,0,21,361
2014,36,1,0,0,0.7,24341
2014,20,0,0,5,2.7,12197
2014,1,5,0,2,18,189
2014,5,2,0,1,0.5,16560
2015,5,2,0,0,0.9,108332
2014,30,2,0,2,0.001,56
2015,23,2,1,5,0.9,9453
2014,19,4,2,2,11.8,988
2014,26,4,2,1,0.001,37
2014,20,2,2,2,0.001,30
2015,18,2,1,5,1.9,4928
2015,19,0,0,3,2.8,1706
2014,0,2,0,4,2,8504
2015,4,2,2,0,2.4,3665
2015,14,2,1,0,1,17138
2015,5,0,2,3,2,65851
2014,0,3,0,4,6,9776
2014,32,3,1,4,5.3,511
2015,27,4,2,0,4.9,943
2015,44,0,2,6,2.6,2391
2014,32,0,0,3,3.8,7636
2014,33,4,0,6,9.4,273
2014,23,3,1,3,7.4,479
2014,20,3,2,0,3.2,2535
